Date,Close,LogRet1,LogRet3,LogRet5,LogRet7,SMA3,SMA5,SMA7,EMA3,EMA5,EMA7,MACD,MACD_Signal,RSI,ETS,SARIMA,OT
2020-02-03,52.0,0.18144500086765858,0.294560391492402,0.33489914901105433,0.30980531773412334,0.09818679716413403,0.06697982980221087,0.04425790253344619,0.1086472773250094,0.08212804587385016,0.06724264515367301,0.013870634901345186,0.05785175623280154,94.54779059798572,0.020163007727969057,0.04011209253600094,0.1286186970285338
2020-02-04,59.137332916259766,0.1286186970285338,0.3251795658201565,0.44772975325172704,0.4514055141816908,0.10839318860671887,0.0895459506503454,0.06448650202595584,0.11863298717677159,0.09762492959207804,0.0825866581223882,0.019187528200341468,0.072005144391948,96.3936197946225,0.055044678926419316,0.1346022787643551,-0.18845037343186985
2020-02-05,48.97999954223633,-0.18845037343186985,0.12161332446432235,0.23472871508906587,0.27506747260771824,0.04053777482144084,0.04694574301781321,0.03929535322967405,-0.03490869312754913,0.0022664952507620924,0.01482740023382369,-0.002158735128629158,0.019914040827184423,61.95289675580797,0.1231244584959259,0.20259402446068153,0.019223358515689473
2020-02-06,49.930667877197266,0.019223358515689473,-0.04060831788764667,0.15595255090397606,0.2785027383355465,-0.013536105962548861,0.031190510180795238,0.03978610547650666,-0.007842667305929828,0.007918783005737886,0.015926389804290137,-0.0022918490329617604,0.019775904364885435,63.36641250130594,0.03036758201100346,-0.20254145391977693,-0.0011890304222129079
2020-02-07,49.871334075927734,-0.0011890304222129079,-0.17041604533839333,0.13964765255779912,0.2527630431825426,-0.05680534844613109,0.02792953051155982,0.03610900616893465,-0.004515848864071368,0.004882845196420955,0.011647534747664376,-0.003998361334445765,0.015582917407465768,63.19732993363451,0.02954580801009221,-0.12123518440651498,0.030554904345579816
2020-02-10,51.41866683959961,0.030554904345579816,0.04858923243905639,-0.01124244396427979,0.18531842482734304,0.0161964108130188,-0.0022484887928559357,0.026474060689620445,0.013019527740754225,0.013440198246140575,0.016374377147143238,-0.002757527328953232,0.01857731479508858,65.93264633090973,0.024161928148156767,0.007682446846810702,0.0040112052857509935
2020-02-11,51.62533187866211,0.0040112052857509935,0.033377079209117706,-0.13584993570706258,0.1742137621891297,0.011125693069705971,-0.027169987141412492,0.024887680312732842,0.008515366513252609,0.010297200592677382,0.013283584181795177,-0.003871385200317757,0.015664092893221064,66.31843696294646,0.02332742205924374,0.022044592688535352,-0.009197828567077742
2020-02-12,51.15266799926758,-0.009197828567077742,0.02536828106425303,0.04340260915772948,-0.016429067245606565,0.008456093688084362,0.008680521831545928,-0.0023470096065152037,-0.0003412310269125668,0.0037988575394256752,0.007663230994576947,-0.0057536596211245315,0.010691708601161304,64.39405034269944,0.026685360232340385,0.00519026631418718,0.04673438827304504
2020-02-13,53.599998474121094,0.04673438827304504,0.04154776499171818,0.0709136389150852,-0.0983133760010953,0.013849254997239435,0.014182727783017041,-0.014044768000156452,0.023196578623066236,0.018110701117298796,0.01743102031419397,-0.002700978013471904,0.01790024453553805,69.65468154029196,0.0265745514090088,-0.01965697373160062,-0.004949986662921484
2020-02-14,53.33533477783203,-0.004949986662921484,0.03258657304304595,0.06715268267437657,0.0851870107678531,0.010862191014348608,0.013430536534875326,0.012169572966836172,0.009123295980072376,0.010423805190558704,0.011835768569915108,-0.004401465603354245,0.013330198295846144,68.39377892632221,0.02187143747801878,0.020031412621909765,0.0704209168261074
2020-02-18,57.22666549682617,0.0704209168261074,0.1122053184362309,0.10701869515490417,0.13638456907827093,0.03740177281207699,0.02140373903098084,0.019483509868324447,0.03977210640308989,0.030422842402408272,0.02648205563396318,0.0003288964276673585,0.024748342001898398,75.81962498473678,0.012076108589220333,0.016836669065015283,0.06649517653196184
2020-02-19,61.16133117675781,0.06649517653196184,0.13196610669514766,0.16950266640111503,0.2040687760324456,0.043988702231715915,0.03390053328022301,0.029152682290349414,0.05313364146752586,0.04244695377892613,0.03648533585846284,0.0037181079506992537,0.03309770890791109,81.0218096829114,0.020981699426881422,0.049554734271017455,-0.019826354777620053
2020-02-20,59.96066665649414,-0.019826354777620053,0.11708973858044892,0.15887414019057253,0.15368751690924587,0.03902991286014973,0.03177482803811455,0.02195535955846372,0.016653643344952902,0.021689184260077404,0.02240741319944212,-0.0005549465781819994,0.022512896170804864,75.31655630550014,0.029432970586507973,0.08132973064201646,0.0017662480443414094
2020-02-21,60.06666564941406,0.0017662480443414094,0.04843506979868305,0.11390599996186887,0.15144255966783626,0.016145023266227732,0.022781199992373824,0.02163465138111949,0.009209945694647156,0.01504820552149874,0.017247121910666942,-0.002173970310702499,0.018363566545512175,75.49234973554898,0.02458452573090263,0.006225373925801605,-0.07752369493467591
2020-02-24,55.58599853515625,-0.07752369493467591,-0.09558380166795473,0.04133229169011451,0.08311669330023808,-0.031861267222651514,0.008266458338022939,0.011873813328605468,-0.03415687462001438,-0.015809094630559475,-0.006445582300668771,-0.009742785264015355,-0.0008138857505254427,56.0296312212432,0.01788815558990148,-0.025256167075425637,-0.041482357972054684
2020-02-25,53.32733154296875,-0.041482357972054684,-0.11723980486238932,-0.07057098310804762,-0.005100052944861787,-0.03907993495412973,-0.014114196621609478,-0.0007285789921230658,-0.03781961629603453,-0.024366849077724545,-0.015204776218515249,-0.012686647190373133,-0.008947580194831292,48.72336833024736,-0.006029846934958439,-0.07105406389346511,-0.026744949535016983
2020-02-26,51.91999816894531,-0.026744949535016983,-0.14575100244174766,-0.16381110917502636,-0.026895015816957246,-0.048583667480582536,-0.03276222183500525,-0.003842145116708137,-0.032282282915525755,-0.02515954923015536,-0.018089819547640683,-0.013672880822139058,-0.012507054062868431,44.547088911880735,-0.021685057574692298,-0.08323569029310762,-0.13713311629061195
2020-02-27,45.266666412353516,-0.13713311629061195,-0.20536042379768357,-0.28111787068801813,-0.23444904893367646,-0.06845347459922789,-0.05622357413760363,-0.03349272127623947,-0.08470769960306886,-0.06248407158364089,-0.0478506437333835,-0.0230956483281326,-0.03743226650841714,30.35441531689881,-0.030890946750153754,-0.039128295423909,-0.016347950327421108
2020-02-28,44.53266525268555,-0.016347950327421108,-0.18022601615304998,-0.2992320690597806,-0.3172921757930594,-0.060075338717683356,-0.05984641381195612,-0.045327453684722754,-0.05052782496524498,-0.0471053644982343,-0.0399749703818929,-0.020579676316355815,-0.03321540327221793,29.171354803904507,-0.05995907583476018,-0.12082370770594261,0.1072570247859105
2020-03-02,49.574668884277344,0.1072570247859105,-0.0462240418321226,-0.1144513493391943,-0.19020879622952888,-0.015408013944040852,-0.022890269867838847,-0.02717268517564696,0.028364599910332758,0.004348765263147292,-0.0031669715899420494,-0.008513721012431818,-0.005120917660592247,45.887525468316746,-0.05452137609161129,-0.06199753645444643,0.0025383850988232293
2020-03-03,49.70066833496094,0.0025383850988232293,0.09344745955731248,-0.07043060626831643,-0.18943665917504704,0.031149153185770873,-0.014086121253663264,-0.027062379882149556,0.015451492504577993,0.0037453052083726047,-0.0017406324177507296,-0.007316938444368048,-0.0035890571087091516,46.253282941141485,-0.01768253069750597,0.11068484043321569,0.005337746224066965
2020-03-04,49.96666717529297,0.005337746224066965,0.11513315610880052,-0.03834791050923256,-0.10657521801630426,0.038377718702933564,-0.007669582101846475,-0.01522503114518629,0.01039461936432248,0.004276118880270725,2.8962242703693946e-05,-0.006072593511314391,-0.0018036964421539285,47.12387446955582,-0.013369632642101878,0.046936800833343416,-0.033869376791647296
2020-03-05,48.30266571044922,-0.033869376791647296,-0.025993245468757347,0.06491582898973204,-0.09896223683589699,-0.008664415156252367,0.012983165797946455,-0.01413746240512809,-0.011737378713662408,-0.008439046343701948,-0.008445622515884054,-0.008156109789961076,-0.008216832512052602,42.19095812384516,0.006535765203684006,0.00253485459075778,-0.029497510135476336
2020-03-06,46.89866638183594,-0.029497510135476336,-0.05802914070305692,0.05176626918167664,-0.10171479743635634,-0.019343046901018887,0.010353253836335409,-0.014530685348050857,-0.02061744442456937,-0.01545853427429341,-0.013708594420782125,-0.009346794322995854,-0.01247296803673735,38.2888753896694,-0.019183997047579334,-0.027268625850054483,-0.14586457137702016
2020-03-09,40.53333282470703,-0.14586457137702016,-0.209231458304144,-0.20135532698125386,-0.11044625252276463,-0.0697438194347146,-0.04027106539625072,-0.0157780360746806,-0.08324100790079476,-0.05892721330853566,-0.04674758865984163,-0.019455993137969668,-0.03915128870479392,25.804347181892467,-0.0219241665756192,-0.0354648753888774,0.059586929551683376
2020-03-10,43.02199935913086,0.059586929551683376,-0.11577515196081321,-0.14430678252839368,-0.0345113726436601,-0.03859171732027103,-0.02886135650567869,-0.0049301960919513905,-0.011827039174555694,-0.019422499021795988,-0.02016395910696038,-0.010765291358944652,-0.01940364505349846,35.318556003103396,-0.05388431101179479,-0.1381176467601516,-0.01735009892797303
2020-03-11,42.28200149536133,-0.01735009892797303,-0.1036277407533098,-0.16699462768043358,-0.15911849635754352,-0.03454258025110326,-0.03339892553608669,-0.022731213765363325,-0.014588569051264362,-0.01873169899052167,-0.01946049406221354,-0.009971082363966651,-0.018992935828393374,33.83018809822762,-0.02872161481203778,-0.050285662340253,-0.12349328402408655
2020-03-12,37.369998931884766,-0.12349328402408655,-0.08125645340037616,-0.25661853491287273,-0.28515016548045324,-0.027085484466792056,-0.051323706982574546,-0.040735737925779,-0.06904092653767545,-0.053652227335043295,-0.045468691552681795,-0.017702470909882213,-0.03989300546753201,25.57540160682575,-0.026818450160383412,0.03406129512367605,-0.02516454136147571
